"tipomov";"c_modelo";"c_fil";"c_op";"c_discrim";"c_mov";"c_cfop";"c_preco";"c_prcusto";"unidade";"qtdsaidas";"qtdentradas";"c_data";"c_codprod";"c_descr";"c_familia";"c_chavenfe";"participante"
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";9.800000;9.800;PCT;0;1.000;2023-07-18;"01949";SONDA ASPIRACAO TRAQUEAL N.16 PCT C/10 UND;;"26230721596736000144550010001886861001966312";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";11.400000;11.400;PCT;0;1.000;2023-07-18;"01950";SONDA ASPIRACAO TRAQUEAL N.18 PCT C/10UND;;"26230721596736000144550010001886861001966312";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";7.100000;7.100;PCT;0;1.000;2023-07-18;"01951";SONDA URETRAL N.04 PCT C/10;;"26230721596736000144550010001886861001966312";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";14.000000;14.000;PCT;0;1.000;2023-07-18;"01953";SONDA URETRAL N.08 PCT 20 UND;;"26230721596736000144550010001886861001966312";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";15.400000;15.400;PCT;0;1.000;2023-07-18;"01954";SONDA URETRAL N.14 PCT 20 UND;;"26230721596736000144550010001886861001966312";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";373.680000;373.680;CX ;0;1.000;2023-07-18;"01955";VICRYL POLIGLACTINA 0 C/AG.4,0CM CX/36;;"26230721596736000144550010001886861001966312";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";373.320000;373.320;CX ;0;1.000;2023-07-18;"01957";VICRYL POLIGLACTINA 2,0 C/AG.4,0CM CX/36 UND;;"26230721596736000144550010001886861001966312";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";34.440000;34.440;PCT;0;1.000;2023-07-18;"01958";SACO P/LIXO HOSPITALAR 30LT PCT C/100 UND;;"26230721596736000144550010001886861001966312";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2403";2.510000;3.008;UND;0;30.000;2023-07-18;"01959";CLOREXIDINA 0,5% 100ML;;"26230721596736000144550010001886861001966312";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";65.780000;65.780;PCT;0;1.000;2023-07-18;"01960";ATADURA GESSADA 15CM X 3,0M CX C/20 RL;;"26230721596736000144550010001886861001966312";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";12.720000;15.006;PCT;0;100.000;2023-07-18;"01194";ATADURA CREPOM 20X1,80 4,5M 13F PCT/12;;"26230721596736000144550010001886861001966312";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";0.340000;0.340;UND;0;5000.000;2023-07-18;"00820";SERINGA DESC 20ML S/AG L.SLIP;;"42230603033589000112550010001109061013496900";OLIMED MATERIAL HOSPITALAR S.A
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";8.890000;8.890;UND;0;1.000;2023-07-18;"01940";MASCARA P/NEBULIZADOR INFANTIL;;"26230721596736000144550010001886861001966312";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";20.730000;20.730;PCT;0;1.000;2023-07-18;"01936";DRENO DE PENROSE N.03 19MM PCT/12 UND;;"26230721596736000144550010001886861001966312";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";0.530000;0.530;UND;0;6000.000;2023-07-18;"01206";EQUIPO MACROGOTAS LUER SLIP C/INJ LAT;;"42230603033589000112550010001109061013496900";OLIMED MATERIAL HOSPITALAR S.A
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";110.350000;110.350;CX ;0;1.000;2023-07-18;"01961";ATADURA GESSADA 20CM X 4,0M CX C/20 RLO;;"26230721596736000144550010001886861001966312";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";46.780000;46.780;CX ;0;1.000;2023-07-18;"01130";ATADURA GESSADA 10CM X 3,0M CX 20 ROLOS;;"26230721596736000144550010001886861001966312";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";373.320000;373.320;CX ;0;1.000;2023-07-18;"01956";VICRYL POLIGLACTINA 1,0 C/AG.3,5CM CX/36 UND;;"26230721596736000144550010001886861001966312";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2403";0.550000;0.649;PCT;0;900.000;2023-07-18;"01930";COMPRESSA DE GAZE 7,5X7,5 11 FIOS PCT/10 UND;;"26230721596736000144550010001886861001966312";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";129.600000;129.600;CX ;0;1.000;2023-07-18;"01932";CATGUT CROMADO 4.0 C/AG.2,0 CX/24 UND;;"26230721596736000144550010001886861001966312";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";7.900000;7.900;PCT;0;1.000;2023-07-18;"01952";SONDA URETRAL N.06 PCT C/10 UND;;"26230721596736000144550010001886861001966312";ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";787.970000;787.970;GL ;0;2.000;2023-07-19;"00564";SDH 20 LISANTE 5L REF:205;;"22230709470570000110550010000167451000254674";KHRIS TEC EIRELI
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";1.080000;134.179;AMP;300.000;0;2023-07-19;"01499";DICLOFENACO DE SODIO 75MG 3ML CX/100;;"22230742247960000109550010000004661000004676";FUNDO MUNIC DE SAUDE DE PEDRO II
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";9.910000;760.475;AMP;500.000;0;2023-07-19;"01722";TENOXICAM 40MG CX C/50 F AMP IV DILUENTE(TEFLAN)(VP);;"22230742247960000109550010000004661000004676";FUNDO MUNIC DE SAUDE DE PEDRO II
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";11.940000;12.000;PCT;140.000;0;2023-07-19;"01723";ABSORVENTE GERIATRICO PCT 20 UND;;"22230742247960000109550010000004651000004660";FUNDO MUNIC DE SAUDE DE PEDRO II
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";562.650000;663.990;LT ;1.000;0;2023-07-19;"01764";REVELADOR P/RAIO-X AUTOMATICO 38LT;;"22230742247960000109550010000004661000004676";FUNDO MUNIC DE SAUDE DE PEDRO II
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";52.990000;64.479;PCT;150.000;0;2023-07-19;"01791";CAMPO OPERATORIO 45X50CM C/50UND;;"22230742247960000109550010000004651000004660";FUNDO MUNIC DE SAUDE DE PEDRO II
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";52.990000;64.479;PCT;5.000;0;2023-07-19;"01791";CAMPO OPERATORIO 45X50CM C/50UND;;"22230742247960000109550010000004661000004676";FUNDO MUNIC DE SAUDE DE PEDRO II
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";387.150000;387.150;UND;0;2.000;2023-07-19;"00680";SDH 20 DILUENTE REF 206-20(20LIT);;"22230709470570000110550010000167451000254674";KHRIS TEC EIRELI
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";9.000000;10.990;PCT;20.000;0;2023-07-19;"00846";ALGODAO HIDROFILO ROLO 500GR;;"22230742247960000109550010000004661000004676";FUNDO MUNIC DE SAUDE DE PEDRO II
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";7.070000;7.110;FRA;73.000;0;2023-07-19;"00857";VASELINA SOLIDA 35G;;"22230742247960000109550010000004651000004660";FUNDO MUNIC DE SAUDE DE PEDRO II
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";3.340000;3.490;PCT;153.000;0;2023-07-19;"00448";ABAIXADOR DE LINGUA MADEIRA PCT/100;;"22230742247960000109550010000004651000004660";FUNDO MUNIC DE SAUDE DE PEDRO II
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";5.700000;5.700;UND;0;1.000;2023-07-20;"01963";ALMOTOLIA PLAST.BICO RETO(TRANSPARENTE)250ML;;"22230705348580000126550010000509181415938049";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";7.400000;7.400;UND;0;1.000;2023-07-20;"01965";EQUIPO P/TRANSFUSAO DE SANGUE CAMARA DUPLA;;"22230705348580000126550010000509181415938049";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";5.400000;5.400;UND;0;1.000;2023-07-20;"01941";KIT PAPANICOLAU P/COLPOSCOPIA(G)NAO ESTERIL;;"22230705348580000126550010000509181415938049";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";174.800000;174.800;UND;0;1.000;2023-07-20;"01967";REANIMADOR RESPIRATORIO MANUAL SILICONE ADUL.;;"22230705348580000126550010000509181415938049";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";5.900000;5.900;UND;0;1.000;2023-07-20;"01969";SONDA FOLEY 3 VIAS N.22;;"22230705348580000126550010000509181415938049";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";1.000000;1.000;UND;0;1.000;2023-07-20;"01968";SONDA ASPIRACAO TRAQUEAL N.6 INF.;;"22230705348580000126550010000509181415938049";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";1.400000;1.400;UND;0;1.000;2023-07-20;"01972";SONDA URETRAL N.22;;"22230705348580000126550010000509181415938049";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";1.200000;1.200;UND;0;1.000;2023-07-20;"01971";SONDA URETRAL N.18;;"22230705348580000126550010000509181415938049";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";1.100000;1.100;UND;0;1.000;2023-07-20;"01973";SONDA URETRAL N.16;;"22230705348580000126550010000509181415938049";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";35.700000;35.700;CX ;0;1.000;2023-07-20;"01962";AGULHA P/INSULINA 5MM 31G CX/100;;"22230705348580000126550010000509181415938049";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";0.700000;0.700;PCT;0;1.000;2023-07-20;"01964";COMPRESSA DE GAZE 7,5X7,5 13 FIOS C/10;;"22230705348580000126550010000509181415938049";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";20.500000;20.500;CX ;0;1.000;2023-07-20;"01929";AGULHA P/INSULINA 4MM 32G C/100;;"22230705348580000126550010000509181415938049";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";319.090000;334.598;CX ;0;5.000;2023-07-20;"01834";SORO FISIOLOGICO 0,9% 500ML CX/30 BOLSAS;;"22230708516958000141550010001005721001005734";DISTRIMED COMERCIO REP LTDA
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";99.000000;129.600;CX ;15.000;0;2023-07-20;"01932";CATGUT CROMADO 4.0 C/AG.2,0 CX/24 UND;;"22230742247960000109550010000004671000004681";FUNDO MUNIC DE SAUDE BURITI DOS MONTES
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";9.900000;2.430;UND;75.000;0;2023-07-20;"01935";DRENO DE PENROSE N.02 12MM;;"22230742247960000109550010000004671000004681";FUNDO MUNIC DE SAUDE BURITI DOS MONTES
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";1.790000;1.498;UND;250.000;0;2023-07-20;"01938";ESPECULO VAGINAL GRANDE N/ESTERIL;;"22230742247960000109550010000004671000004681";FUNDO MUNIC DE SAUDE BURITI DOS MONTES
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";2.690000;65.780;RLO;200.000;0;2023-07-20;"01960";ATADURA GESSADA 15CM X 3,0M CX C/20 RL;;"22230742247960000109550010000004671000004681";FUNDO MUNIC DE SAUDE BURITI DOS MONTES
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";7.750000;7.400;UND;50.000;0;2023-07-20;"01965";EQUIPO P/TRANSFUSAO DE SANGUE CAMARA DUPLA;;"22230742247960000109550010000004671000004681";FUNDO MUNIC DE SAUDE BURITI DOS MONTES
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";6.130000;5.900;UND;81.000;0;2023-07-20;"01969";SONDA FOLEY 3 VIAS N.22;;"22230742247960000109550010000004671000004681";FUNDO MUNIC DE SAUDE BURITI DOS MONTES
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";7.310000;12.840;PCT;75.000;0;2023-07-20;"01934";DRENO DE PENROSE N.01 6MM PCT C/12 UND;;"22230742247960000109550010000004671000004681";FUNDO MUNIC DE SAUDE BURITI DOS MONTES
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";0.900000;0.900;UND;0;1.000;2023-07-20;"01970";SONDA ASPIRACAO TRAQUEAL N.10;;"22230705348580000126550010000509181415938049";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";15.200000;15.200;UND;0;1.000;2023-07-20;"01966";LANTERNA CLINICA LED AZUL;;"22230705348580000126550010000509181415938049";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";15.000000;20.730;PCT;13.000;0;2023-07-20;"01936";DRENO DE PENROSE N.03 19MM PCT/12 UND;;"22230742247960000109550010000004671000004681";FUNDO MUNIC DE SAUDE BURITI DOS MONTES
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";0.840000;35.000;UND;500.000;0;2023-07-20;"01937";ESCOVA GINECOLOGICA NAO ESTERIL C/100 UND;;"22230742247960000109550010000004671000004681";FUNDO MUNIC DE SAUDE BURITI DOS MONTES
Saidas por NF-e / NFC-e;"55";"00";"10";NF-E VENDAS;"5";"5102";2.230000;8.820;UND;500.000;0;2023-07-21;"01325";AVENTAL DESC S/MANGA BCO C/10UND;;"22230742247960000109550010000004681000004697";FUNDO MUNIC DE SAUDE FRANCINOPOLIS
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";34.950000;34.950;VD ;0;10.000;2023-07-21;"01975";FIO RETRACTOR #00(250CM);;"41230705823205000190550030001616391820755821";MAQUIRA INDUSTRIA DE PRODUTOS ODONTOLOGI
Saidas por NF-e / NFC-e;"55";"00";"10";NF-E VENDAS;"5";"5102";8.800000;5.432;GL ;5.000;0;2023-07-21;"00658";AGUA DESTILADA 5L;;"22230742247960000109550010000004681000004697";FUNDO MUNIC DE SAUDE FRANCINOPOLIS
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";847.380000;930.000;CX ;0;3.000;2023-07-21;"01979";PAPEL P/ULTRASSOM P/V PRINTER UPP110S CX/10;;"42230778515210000100550010001056311565186806";CONTROLLER COMERCIO E SERVICOS LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";14.950000;15.922;PCT;0;20.000;2023-07-21;"00848";ALGINATO ALGI-GEL 410GR;;"41230705823205000190550030001616061444988089";MAQUIRA INDUSTRIA DE PRODUTOS ODONTOLOGI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";34.950000;34.950;UND;0;10.000;2023-07-21;"01974";FIO RETRACTOR#000(250 CM);;"41230705823205000190550030001616391820755821";MAQUIRA INDUSTRIA DE PRODUTOS ODONTOLOGI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";34.950000;34.950;UND;0;10.000;2023-07-21;"01976";FIO RETRACTOR#0(250 CM);;"41230705823205000190550030001616391820755821";MAQUIRA INDUSTRIA DE PRODUTOS ODONTOLOGI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";29.950000;29.950;CX ;0;3.000;2023-07-21;"01977";BICARBONATO DE SODIO AIRON CX C/15 SACHES;;"41230705823205000190550030001616391820755821";MAQUIRA INDUSTRIA DE PRODUTOS ODONTOLOGI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";29.950000;29.950;CX ;0;1.000;2023-07-21;"01977";BICARBONATO DE SODIO AIRON CX C/15 SACHES;;"41230705823205000190550030001616391820755821";MAQUIRA INDUSTRIA DE PRODUTOS ODONTOLOGI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";19.950000;19.950;VD ;0;12.000;2023-07-21;"01978";CIMENTO CIRURGICO PO 50G;;"41230705823205000190550030001616391820755821";MAQUIRA INDUSTRIA DE PRODUTOS ODONTOLOGI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";21.350000;21.350;UND;0;25.000;2023-07-21;"00863";HIDROXIDO DE CALCIO HYDCAL BAS 13G+CAT 11G;;"41230705823205000190550030001616391820755821";MAQUIRA INDUSTRIA DE PRODUTOS ODONTOLOGI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";9.700000;9.700;UND;0;48.000;2023-07-24;"01835";ALCOOL LIQUIDO 70% 1LT;;"22230705348580000126550010000509421460743010";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"1102";0.900000;0.900;UND;0;300.000;2023-07-24;"00464";SONDA URETRAL N.12;;"22230705348580000126550010000509421460743010";DROGAROCHA DISTRIBUIDORA DE MEDIC.LTDA
Saidas por NF-e / NFC-e;"55";"00";"10";NF-E VENDAS;"5";"5102";7.820000;7.990;UND;20.000;0;2023-07-24;"01339";VASELINA SOLIDA BRANCA 35G;;"22230842247960000109550010000004801000004814";FUNDO MUNC DE SAUDE DE PIRACURUCA PI
Saidas por NF-e / NFC-e;"55";"00";"10";NF-E VENDAS;"5";"5102";13.010000;5.950;UND;25.000;0;2023-07-24;"00627";FORMOCRESOL 10ML;;"22230842247960000109550010000004801000004814";FUNDO MUNC DE SAUDE DE PIRACURUCA PI
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";6.900000;7.573;UND;0;40.000;2023-07-24;"00053";TERMOMETRO CLINICO DIGITAL BRANCO;;"32230706105362000395550010000247781671151646";ACCUMED PRODUTOS MED.HOSPITALARES LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";10.700000;11.256;UND;0;16.000;2023-07-24;"00544";ESTETOSCOPIO PREMIUM SIMPLES;;"32230706105362000395550010000247781671151646";ACCUMED PRODUTOS MED.HOSPITALARES LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";39.000000;44.070;UND;0;7.000;2023-07-24;"01980";BALANCA DIGITAL MODELO GLASS 10;;"32230706105362000395550010000247781671151646";ACCUMED PRODUTOS MED.HOSPITALARES LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";67.000000;67.000;UND;0;25.000;2023-07-24;"01981";OXIMETRO DE PULSO;;"32230706105362000395550010000247781671151646";ACCUMED PRODUTOS MED.HOSPITALARES LTDA
Saidas por NF-e / NFC-e;"55";"00";"10";NF-E VENDAS;"5";"5102";25.200000;8.730;PCT;10.000;0;2023-07-24;"01920";GESSO DENT MIX TIPO 4 VERDE SACO 1KG;;"22230842247960000109550010000004801000004814";FUNDO MUNC DE SAUDE DE PIRACURUCA PI
Saidas por NF-e / NFC-e;"55";"00";"10";NF-E VENDAS;"5";"5102";42.000000;19.182;FRA;15.000;0;2023-07-24;"00888";OTOSPORIN SUSP OTOLOGICO 10ML;;"22230842247960000109550010000004801000004814";FUNDO MUNC DE SAUDE DE PIRACURUCA PI
Saidas por NF-e / NFC-e;"55";"00";"10";NF-E VENDAS;"5";"5102";26.880000;15.900;UND;2.000;0;2023-07-24;"01858";PEDRA DE AFIAR TRIANGULAR-PERIO STONE ROSA;;"22230842247960000109550010000004801000004814";FUNDO MUNC DE SAUDE DE PIRACURUCA PI
Saidas por NF-e / NFC-e;"55";"00";"10";NF-E VENDAS;"5";"5102";25.200000;8.730;PCT;10.000;0;2023-07-24;"00385";GESSO DENT MIX TIPO 4 SALMAO SACO 1KG;;"22230842247960000109550010000004801000004814";FUNDO MUNC DE SAUDE DE PIRACURUCA PI
Saidas por NF-e / NFC-e;"55";"00";"13";NF-E VENDA P/ PESSOA JURIDICA;"5";"5102";4.650000;4.180;UND;200.000;0;2023-07-25;"01942";KIT PAPANICOLAU P/COLPOSCOPIA(M)NAO ESTERIL;;"22230742247960000109550010000004691000004708";FUNDO MUNIC DE SAUDE BURITI DOS MONTES
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";37.265000;36.520;UND;0;2.000;2023-07-25;"01992";PORTA AGULHA MAYO HEGAR 20CM;;"35230758268152000150550010000940281467423865";ABC INSTRUMENTOS CIRURGICOS LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";42.910000;42.050;UND;0;1.000;2023-07-25;"01990";TESOURA MAYO STILLE 19CM CURVA;;"35230758268152000150550010000940281467423865";ABC INSTRUMENTOS CIRURGICOS LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";149.532500;145.793;UND;0;4.000;2023-07-25;"01982";VALVULA DOYEN 45X120MM;;"35230758268152000150550010000940271898184510";ABC INSTRUMENTOS CIRURGICOS LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";18.090000;17.635;UND;0;2.000;2023-07-25;"01592";AFASTADOR FARABEUF EXTRA 15X150MM;;"35230758268152000150550010000940271898184510";ABC INSTRUMENTOS CIRURGICOS LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";16.390000;15.980;UND;0;2.000;2023-07-25;"01983";PINCA ANATOMICA DENTE DE RATO 18CM;;"35230758268152000150550010000940271898184510";ABC INSTRUMENTOS CIRURGICOS LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";24.922500;24.299;UND;0;8.000;2023-07-25;"01483";PINCA BACKHAUS 13CM;;"35230758268152000150550010000940271898184510";ABC INSTRUMENTOS CIRURGICOS LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";27.132500;26.454;UND;0;8.000;2023-07-25;"01985";PINCA CRILE 16CM RETA;;"35230758268152000150550010000940271898184510";ABC INSTRUMENTOS CIRURGICOS LTDA
Entradas por NF-e Emissao de Terceiros;"55";"00";"01";NF-E ENTRADA DE MERCADORIA;"1";"2102";43.757500;42.664;UND;0;8.000;2023-07-25;"01986";PINCA KELLY 18CM CURVA;;"35230758268152000150550010000940271898184510";ABC INSTRUMENTOS CIRURGICOS LTDA
